experiment_id,run_id,run_tag,seed,status,config_hash,wall_sec,energy_kwh,gpu_name,start_utc,end_utc,kill_criterion,kill_verdict,results
N1,f65cc0d9a214,f65cc0d9a214_baseline-seed1,0,completed,ed31c9f0dd2a8572,1175.66,0.0,Tesla T4,2026-08-16T19:01:49+00:00,2026-08-16T19:21:24+00:00,,,"{""batch"": 4, ""delta_int8_minus_ft"": -0.4151, ""eval_acc_finetuned"": 0.529411792755127, ""eval_acc_int8"": 0.11428571492433548, ""int8_reference_sec"": 100.22, ""seed"": 1, ""steps"": 2000, ""train_action_acc_last"": 0.5, ""train_loss_last"": 2.7816619873046875, ""train_sec"": 982.9, ""verdict"": ""OK""}"
N1,93e4739c8baf,93e4739c8baf_baseline-seed2,0,completed,eaff1ee607b33e09,1133.56,0.0,Tesla T4,2026-08-16T19:21:39+00:00,2026-08-16T19:40:32+00:00,,,"{""batch"": 4, ""delta_int8_minus_ft"": -0.3101, ""eval_acc_finetuned"": 0.4571428596973419, ""eval_acc_int8"": 0.14705882966518402, ""int8_reference_sec"": 71.0, ""seed"": 2, ""steps"": 2000, ""train_action_acc_last"": 0.529411792755127, ""train_loss_last"": 2.4000723361968994, ""train_sec"": 973.41, ""verdict"": ""OK""}"
N1,2f06f2600d17,2f06f2600d17_baseline-seed0,0,completed,da52b86096cff11f,9152.8,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-16T20:16:30+00:00,2026-08-16T22:49:03+00:00,,,"{""batch"": 1, ""delta_int8_minus_ft"": -0.1111, ""eval_acc_finetuned"": 0.2222222238779068, ""eval_acc_int8"": 0.1111111119389534, ""int8_reference_sec"": 515.84, ""seed"": 0, ""steps"": 8, ""train_action_acc_last"": 0.1428571492433548, ""train_loss_last"": 12.942076683044434, ""train_sec"": 32.42, ""verdict"": ""OK""}"
N1,486f7fdcc2f3,486f7fdcc2f3_baseline-seed0,0,completed,1b4b5687be1698bb,277.89,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-16T23:00:32+00:00,2026-08-16T23:05:10+00:00,,,"{""batch"": 1, ""delta_int8_minus_ft"": null, ""eval_acc_finetuned"": 0.25, ""eval_acc_int8"": NaN, ""int8_note"": ""skipped (recorded in scored N1 run)"", ""int8_reference_sec"": 0.0, ""seed"": 0, ""steps"": 8, ""train_action_acc_last"": 0.2222222238779068, ""train_loss_last"": 11.682552337646484, ""train_sec"": 18.27, ""verdict"": ""OK""}"
N2,dc5715f6a3f5,dc5715f6a3f5_pareto-TT-0.160-seed0,0,completed,83981c25a4d5904b,4.7,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-16T23:44:39+00:00,2026-08-16T23:44:44+00:00,,,"{""backbone"": ""TT"", ""cert_sound_layers"": 7, ""delta_vs_n1_ft"": -0.125, ""eval_acc"": 0.125, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.16, ""ratio"": 6.253, ""seed"": 0, ""wall_sec"": 52.56}"
N2,9f6f5e61d06b,9f6f5e61d06b_pareto-TT-0.500-seed0,0,completed,93e1a9ce1d047500,2.03,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-16T23:45:10+00:00,2026-08-16T23:45:12+00:00,,,"{""backbone"": ""TT"", ""cert_sound_layers"": 7, ""delta_vs_n1_ft"": 0.0, ""eval_acc"": 0.25, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.5, ""ratio"": 2.0, ""seed"": 0, ""wall_sec"": 25.84}"
N2,cb296fa62e15,cb296fa62e15_pareto-QTT-0.160-seed0,0,completed,6cc93319c9976dea,2.0,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-16T23:45:30+00:00,2026-08-16T23:45:33+00:00,,,"{""backbone"": ""QTT"", ""cert_sound_layers"": 7, ""delta_vs_n1_ft"": -0.125, ""eval_acc"": 0.125, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.16, ""ratio"": 23.514, ""seed"": 0, ""wall_sec"": 18.16}"
N2,2a3343003fb8,2a3343003fb8_pareto-QTT-0.500-seed0,0,completed,b0bde1a329f063c2,2.17,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-16T23:45:49+00:00,2026-08-16T23:45:51+00:00,,,"{""backbone"": ""QTT"", ""cert_sound_layers"": 7, ""delta_vs_n1_ft"": -0.25, ""eval_acc"": 0.0, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.5, ""ratio"": 16.267, ""seed"": 0, ""wall_sec"": 16.34}"
N3,15ceb3e7f716,15ceb3e7f716_lipschitz-table,0,completed,9c75b93b50b0d54e,529.04,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T17:13:08+00:00,2026-08-25T17:21:57+00:00,,,"{""kill_criterion"": ""R2: certified-safe-set <50% at all Pareto points (evaluated in N4)"", ""layers"": {""attention-k-proj@r16"": {""L_min"": 12.670891328772825, ""L_raw"": 13.252494321646964, ""gauge_converged"": true, ""gauge_sweeps"": 13, ""kappa_min"": 1.7193803235324123, ""kappa_raw"": 1.7983011126157011, ""m_dims"": [16, 8], ""n_dims"": [32, 28], ""params"": 11776, ""sound"": true, ""tight"": 7.369452328464991}, ""attention-k-proj@r8"": {""L_min"": 8.599885191832627, ""L_raw"": 9.15324149580374, ""gauge_converged"": true, ""gauge_sweeps"": 9, ""kappa_min"": 1.395830590892197, ""kappa_raw"": 1.4856447732349416, ""m_dims"": [16, 8], ""n_dims"": [32, 28], ""params"": 5888, ""sound"": true, ""tight"": 6.161123884192629}, ""attention-o-proj@r16"": {""L_min"": 1.9630572106042359, ""L_raw"": 2.0276457441924833, ""gauge_converged"": true, ""gauge_sweeps"": 9, ""kappa_min"": 1.601365717186606, ""kappa_raw"": 1.6540538726070684, ""m_dims"": [32, 28], ""n_dims"": [32, 28], ""params"": 28928, ""sound"": true, ""tight"": 1.2258643915851248}, ""attention-o-proj@r8"": {""L_min"": 1.4888944217008049, ""L_raw"": 1.5914389977522347, ""gauge_converged"": true, ""gauge_sweeps"": 9, ""kappa_min"": 1.3232860668768327, ""kappa_raw"": 1.414424704207235, ""m_dims"": [32, 28], ""n_dims"": [32, 28], ""params"": 14464, ""sound"": true, ""tight"": 1.1251493225609444}, ""attention-q-proj@r16"": {""L_min"": 26.987160284945777, ""L_raw"": 33.157433064014185, ""gauge_converged"": true, ""gauge_sweeps"": 18, ""kappa_min"": 1.1313091106372672, ""kappa_raw"": 1.3899686263615334, ""m_dims"": [32, 28], ""n_dims"": [32, 28], ""params"": 28928, ""sound"": true, ""tight"": 23.854806817337384}, ""attention-q-proj@r8"": {""L_min"": 21.463581334483095, ""L_raw"": 25.87888815871156, ""gauge_converged"": true, ""gauge_sweeps"": 30, ""kappa_min"": 1.1439286788069878, ""kappa_raw"": 1.3792480331708659, ""m_dims"": [32, 28], ""n_dims"": [32, 28], ""params"": 14464, ""sound"": true, ""tight"": 18.763041553314}, ""attention-v-proj@r16"": {""L_min"": 0.8231566935283838, ""L_raw"": 0.8650832330582716, ""gauge_converged"": true, ""gauge_sweeps"": 16, ""kappa_min"": 2.4165304943410857, ""kappa_raw"": 2.5396136959875255, ""m_dims"": [16, 8], ""n_dims"": [32, 28], ""params"": 11776, ""sound"": true, ""tight"": 0.3406357566999516}, ""attention-v-proj@r8"": {""L_min"": 0.5364854688082539, ""L_raw"": 0.5570266492678684, ""gauge_converged"": true, ""gauge_sweeps"": 6, ""kappa_min"": 1.9915408576235571, ""kappa_raw"": 2.0677938085935343, ""m_dims"": [16, 8], ""n_dims"": [32, 28], ""params"": 5888, ""sound"": true, ""tight"": 0.26938210519488165}, ""mlp-down-proj@r16"": {""L_min"": 1.8937629249209043, ""L_raw"": 1.9367900283856443, ""gauge_converged"": true, ""gauge_sweeps"": 13, ""kappa_min"": 1.6199280967744594, ""kappa_raw"": 1.6567335558465157, ""m_dims"": [32, 28], ""n_dims"": [76, 64], ""params"": 67584, ""sound"": true, ""tight"": 1.169041347385538}, ""mlp-down-proj@r8"": {""L_min"": 1.2765829118942646, ""L_raw"": 1.3274294247569287, ""gauge_converged"": true, ""gauge_sweeps"": 23, ""kappa_min"": 1.3531425923601272, ""kappa_raw"": 1.4070384902187039, ""m_dims"": [32, 28], ""n_dims"": [76, 64], ""params"": 33792, ""sound"": true, ""tight"": 0.9434208331789125}, ""mlp-gate-proj@r16"": {""L_min"": 4.245063457967754, ""L_raw"": 4.475018272425473, ""gauge_converged"": true, ""gauge_sweeps"": 20, ""kappa_min"": 1.5170637473354749, ""kappa_raw"": 1.5992429929446956, ""m_dims"": [76, 64], ""n_dims"": [32, 28], ""params"": 67584, ""sound"": true, ""tight"": 2.79821033586997}, ""mlp-gate-proj@r8"": {""L_min"": 3.379283546041927, ""L_raw"": 3.5979109452238447, ""gauge_converged"": true, ""gauge_sweeps"": 10, ""kappa_min"": 1.2642154269853467, ""kappa_raw"": 1.3460055836980604, ""m_dims"": [76, 64], ""n_dims"": [32, 28], ""params"": 33792, ""sound"": true, ""tight"": 2.6730282465387885}, ""mlp-up-proj@r16"": {""L_min"": 0.9796231481676839, ""L_raw"": 0.9874042154033162, ""gauge_converged"": true, ""gauge_sweeps"": 9, ""kappa_min"": 2.6777115060243455, ""kappa_raw"": 2.6989803514012363, ""m_dims"": [76, 64], ""n_dims"": [32, 28], ""params"": 67584, ""sound"": true, ""tight"": 0.36584342486624}, ""mlp-up-proj@r8"": {""L_min"": 0.567476045360627, ""L_raw"": 0.5702047209528871, ""gauge_converged"": true, ""gauge_sweeps"": 7, ""kappa_min"": 2.0495574135014314, ""kappa_raw"": 2.059412591239556, ""m_dims"": [76, 64], ""n_dims"": [32, 28], ""params"": 33792, ""sound"": true, ""tight"": 0.27687735977649924}}, ""ordering"": ""adaptive near-square"", ""rank_plans"": [[8], [16]], ""sound_count"": 14, ""tightened_count"": 14, ""verdict"": ""Layer-1 certificate computed \u2014 soundness holds at the gauge-minimized product (L_min >= tight); kappa_min <= kappa_raw on every committed cell""}"
E6-latency,9a63e288d766,9a63e288d766_cuda-events,0,completed,f63f51b26322d70d,25.75,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T17:30:30+00:00,2026-08-25T17:30:55+00:00,,,"{""rows"": [{""M"": 896, ""N"": 896, ""bond"": 8, ""dense_ms"": 0.03, ""matrix"": ""self_attn.q_proj"", ""params"": 14464, ""port_rel_err_fp16"": 0.0005861743164566512, ""tt_ms"": 0.4545, ""tt_vs_dense"": 15.17}, {""M"": 896, ""N"": 896, ""bond"": 16, ""dense_ms"": 0.03, ""matrix"": ""self_attn.q_proj"", ""params"": 28928, ""port_rel_err_fp16"": 0.00046259862017746965, ""tt_ms"": 0.4134, ""tt_vs_dense"": 13.8}, {""M"": 896, ""N"": 896, ""bond"": 32, ""dense_ms"": 0.03, ""matrix"": ""self_attn.q_proj"", ""params"": 57856, ""port_rel_err_fp16"": 0.000800546343005086, ""tt_ms"": 0.4084, ""tt_vs_dense"": 13.64}, {""M"": 896, ""N"": 896, ""bond"": 8, ""dense_ms"": 0.0385, ""matrix"": ""self_attn.o_proj"", ""params"": 14464, ""port_rel_err_fp16"": 0.0005500814639314607, ""tt_ms"": 0.4085, ""tt_vs_dense"": 10.61}, {""M"": 896, ""N"": 896, ""bond"": 16, ""dense_ms"": 0.0385, ""matrix"": ""self_attn.o_proj"", ""params"": 28928, ""port_rel_err_fp16"": 0.00038360274574493784, ""tt_ms"": 0.4007, ""tt_vs_dense"": 10.4}, {""M"": 896, ""N"": 896, ""bond"": 32, ""dense_ms"": 0.0385, ""matrix"": ""self_attn.o_proj"", ""params"": 57856, ""port_rel_err_fp16"": 0.00043176306999207414, ""tt_ms"": 0.4414, ""tt_vs_dense"": 11.46}, {""M"": 4864, ""N"": 896, ""bond"": 8, ""dense_ms"": 0.0491, ""matrix"": ""mlp.up_proj"", ""params"": 33792, ""port_rel_err_fp16"": 0.00046573400362324497, ""tt_ms"": 0.3821, ""tt_vs_dense"": 7.78}, {""M"": 4864, ""N"": 896, ""bond"": 16, ""dense_ms"": 0.0491, ""matrix"": ""mlp.up_proj"", ""params"": 67584, ""port_rel_err_fp16"": 0.00045604388318848914, ""tt_ms"": 0.3737, ""tt_vs_dense"": 7.61}, {""M"": 4864, ""N"": 896, ""bond"": 32, ""dense_ms"": 0.0491, ""matrix"": ""mlp.up_proj"", ""params"": 135168, ""port_rel_err_fp16"": 0.0005181102796397725, ""tt_ms"": 0.43, ""tt_vs_dense"": 8.75}, {""M"": 896, ""N"": 4864, ""bond"": 8, ""dense_ms"": 0.1185, ""matrix"": ""mlp.down_proj"", ""params"": 33792, ""port_rel_err_fp16"": 0.0004387815414068589, ""tt_ms"": 0.418, ""tt_vs_dense"": 3.53}, {""M"": 896, ""N"": 4864, ""bond"": 16, ""dense_ms"": 0.1185, ""matrix"": ""mlp.down_proj"", ""params"": 67584, ""port_rel_err_fp16"": 0.0004668572895847272, ""tt_ms"": 0.367, ""tt_vs_dense"": 3.1}, {""M"": 896, ""N"": 4864, ""bond"": 32, ""dense_ms"": 0.1185, ""matrix"": ""mlp.down_proj"", ""params"": 135168, ""port_rel_err_fp16"": 0.00047175885227193696, ""tt_ms"": 0.3662, ""tt_vs_dense"": 3.09}], ""verdict"": ""TT contraction 3.1-15.2x slower than dense fp16 at these shapes; the 19s decode is a pipeline artifact""}"
E7-int8-ablation,0f8243dc1157,0f8243dc1157_subset-ablation,0,completed,6161c6c33d47cf7d,192.5,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T18:11:55+00:00,2026-08-25T18:15:07+00:00,,,"{""action_reference_shape"": [7], ""arms"": {""all|perchannel"": {""action_rel_drift"": 0.0, ""module_drift_max"": 0.13751, ""module_drift_median"": 0.01982, ""weight_recon_err_max"": 0.01929, ""weight_recon_err_mean"": 0.00998}, ""all|pertensor"": {""action_rel_drift"": 1.08971, ""module_drift_max"": 0.1566, ""module_drift_median"": 0.03824, ""weight_recon_err_max"": 0.13803, ""weight_recon_err_mean"": 0.03899}, ""llm+projector|perchannel"": {""action_rel_drift"": 0.0, ""module_drift_max"": 0.13751, ""module_drift_median"": 0.01982, ""weight_recon_err_max"": 0.01463, ""weight_recon_err_mean"": 0.00975}, ""llm+projector|pertensor"": {""action_rel_drift"": 1.08971, ""module_drift_max"": 0.1566, ""module_drift_median"": 0.03824, ""weight_recon_err_max"": 0.13803, ""weight_recon_err_mean"": 0.03806}, ""llm|perchannel"": {""action_rel_drift"": 0.0, ""module_drift_max"": 0.13751, ""module_drift_median"": 0.01982, ""weight_recon_err_max"": 0.01463, ""weight_recon_err_mean"": 0.00981}, ""llm|pertensor"": {""action_rel_drift"": 1.08971, ""module_drift_max"": 0.1566, ""module_drift_median"": 0.03824, ""weight_recon_err_max"": 0.13803, ""weight_recon_err_mean"": 0.03857}}, ""modules"": {""llm"": 169, ""projector"": 3, ""vision"": 209}, ""verdict"": ""Compare action drift across rows: the subset that dominates the drift explains N1's whole-model dynamic-int8 number \u2014 a quantization-scope effect (which linears were quantized), not an inherent INT8 property.""}"
E5-residual-pilot,60b0229aff3b,60b0229aff3b_int4-residual,0,completed,232c0f3bd0f615b3,173.53,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T18:15:47+00:00,2026-08-25T18:18:41+00:00,,,"{""worst_tt_over_dense_ratio"": 1.1158}"
N1local,49ee7631157e,49ee7631157e_baseline-seed0,0,failed,b1edd0738d5a62d1,17.68,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T18:19:33+00:00,2026-08-25T18:19:51+00:00,,,"{""error"": ""ModuleNotFoundError: No module named 'dlimp'"", ""seed"": 0}"
N1local,943f9dc73ed9,943f9dc73ed9_baseline-seed0,0,failed,b1edd0738d5a62d1,211.64,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T18:43:14+00:00,2026-08-25T18:46:46+00:00,,,"{""error"": ""TypeError: must assign iterable to extended slice"", ""seed"": 0}"
N1local,dcff6386561f,dcff6386561f_baseline-seed0,0,completed,b1edd0738d5a62d1,1851.18,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T18:55:19+00:00,2026-08-25T19:26:10+00:00,,,"{""batch"": 4, ""eval_acc_finetuned"": 0.4588235294117647, ""eval_acc_int8"": NaN, ""eval_batches"": 24, ""eval_ft_ci95"": [0.42558, 0.49243], ""eval_i8_ci95"": null, ""int8_note"": ""failed: The paging file is too small for this operation to complete. (os error 1455)"", ""int8_reference_sec"": 0.0, ""seed"": 0, ""steps"": 1000, ""train_action_acc_last"": 0.5555555820465088, ""train_loss_last"": 2.5326759815216064, ""train_sec"": 1740.99, ""verdict"": ""OK""}"
N2local,8b174b3328d3,8b174b3328d3_ft-baseline,0,completed,9e3b931a08bbdd2b,3.71,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T19:35:59+00:00,2026-08-25T19:36:03+00:00,,,"{""action_acc"": 0.47877358490566035, ""arm"": ""ft-baseline"", ""ci95"": [0.44532, 0.51242], ""n_tokens"": 848}"
N2local,e2c885f374bd,e2c885f374bd_frac0.010,0,completed,b4d70b11aac874ce,2.01,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T19:38:32+00:00,2026-08-25T19:38:34+00:00,,,"{""action_acc"": 0.0, ""arm"": ""frac0.010"", ""ci95"": [0.0, 0.00451], ""n_tokens"": 848}"
N2local,5162e0b631ef,5162e0b631ef_frac0.020,0,completed,19138b26672186df,1.81,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T19:41:04+00:00,2026-08-25T19:41:06+00:00,,,"{""action_acc"": 0.0, ""arm"": ""frac0.020"", ""ci95"": [0.0, 0.00451], ""n_tokens"": 848}"
N2local,1cea5b82eb9a,1cea5b82eb9a_frac0.040,0,completed,9ba229cef9af99c1,1.73,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T19:43:34+00:00,2026-08-25T19:43:35+00:00,,,"{""action_acc"": 0.0, ""arm"": ""frac0.040"", ""ci95"": [0.0, 0.00451], ""n_tokens"": 848}"
N2pre,c8b438f6fdaf,c8b438f6fdaf_recon-sweep,0,completed,133f28e10807ab5a,6110.3,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-08-25T19:45:55+00:00,2026-08-25T21:27:46+00:00,,,"{""cells"": 112, ""failed"": 0, ""monotonicity_warnings"": 0, ""verdict"": ""N2pre sweep complete: 112/112 cells PASS, 0 monotonicity warnings.""}"
N1v2,d8bfaacb296e,d8bfaacb296e_baseline-seed0,0,failed,ce5578044ead7365,44.1,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-10T18:47:20+00:00,2026-09-10T18:48:04+00:00,,,"{""error"": ""ModuleNotFoundError: No module named 'transformers.models.qwen2.tokenization_qwen2_fast'"", ""seed"": 0}"
N1v2,36d8e302d4e7,36d8e302d4e7_baseline-seed0,0,failed,ce5578044ead7365,8.59,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-10T18:51:09+00:00,2026-09-10T18:51:18+00:00,,,"{""error"": ""ModuleNotFoundError: No module named 'dlimp'"", ""seed"": 0}"
N1v2smoke,310b98bb1063,310b98bb1063_baseline-seed0,0,failed,a81b0b43e361c8b0,8.76,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-10T19:09:58+00:00,2026-09-10T19:10:07+00:00,,,"{""error"": ""ModuleNotFoundError: No module named 'dlimp'"", ""seed"": 0}"
N1v2,a8580a23cfa6,a8580a23cfa6_baseline-seed0,0,failed,92e23fdbe8300aa8,10.96,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-10T19:48:45+00:00,2026-09-10T19:48:56+00:00,,,"{""error"": ""ModuleNotFoundError: No module named 'tensorflow_graphics'"", ""seed"": 0}"
N1v2,74414f7d803a,74414f7d803a_baseline-seed0,0,failed,ce5578044ead7365,66.87,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-10T22:33:23+00:00,2026-09-10T22:34:30+00:00,,,"{""error"": ""ImportError: FlashAttention2 has been toggled on, but it cannot be used due to the following error: the package flash_attn seems to be not installed. Please refer to the documentation of https://huggingface.co/docs/transformers/perf_infer_gpu_one#flashattention-2 to install Flash Attention 2."", ""seed"": 0}"
N1v2,b6fe73dceff3,b6fe73dceff3_baseline-seed0,0,failed,ce5578044ead7365,37.83,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-10T22:45:36+00:00,2026-09-10T22:46:14+00:00,,,"{""error"": ""ImportError: FlashAttention2 has been toggled on, but it cannot be used due to the following error: the package flash_attn seems to be not installed. Please refer to the documentation of https://huggingface.co/docs/transformers/perf_infer_gpu_one#flashattention-2 to install Flash Attention 2."", ""seed"": 0}"
N1v2smoke,3d0eb218c406,3d0eb218c406_baseline-seed0,0,failed,b50029cbbdf51b84,31.62,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T09:54:34+00:00,2026-09-11T09:55:06+00:00,,,"{""error"": ""TypeError: PreTrainedModel._check_and_enable_flash_attn_2() got multiple values for argument 'torch_dtype'"", ""seed"": 0}"
N1v2smoke,db89c32a0189,db89c32a0189_baseline-seed0,0,failed,b50029cbbdf51b84,55.54,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T09:57:21+00:00,2026-09-11T09:58:17+00:00,,,"{""error"": ""ValueError: Only instances of PreTrainedModel support `target_modules='all-linear'`"", ""seed"": 0}"
